ip,classification,Harmless,Malicious,Suspicious,ASN
65.49.20.74,malicious,61,6,1,6939
65.49.20.75,malicious,60,7,1,6939
65.49.20.76,malicious,62,6,0,6939
65.49.20.77,malicious,58,9,0,6939
65.49.20.78,malicious,58,10,0,6939
65.49.20.79,malicious,61,6,0,6939
65.49.20.80,malicious,59,10,0,6939
65.49.20.81,malicious,62,6,0,6939
65.49.20.82,malicious,60,8,0,6939
65.49.20.83,malicious,60,6,0,6939
65.49.20.84,malicious,57,12,0,6939
65.49.20.86,malicious,57,12,0,6939
65.49.20.87,malicious,56,10,1,6939
65.49.20.88,malicious,57,12,0,6939
65.49.20.89,malicious,56,10,0,6939
65.49.20.90,malicious,57,10,1,6939
65.49.20.91,malicious,59,9,0,6939
65.49.20.92,malicious,61,6,0,6939
65.49.20.93,malicious,56,10,0,6939
65.49.20.94,malicious,56,11,0,6939
65.49.20.95,malicious,60,8,0,6939
65.49.20.96,malicious,57,11,0,6939
65.49.20.97,malicious,59,9,1,6939
65.49.20.98,malicious,59,10,0,6939
65.49.20.99,malicious,55,11,0,6939
65.59.242.130,malicious,64,2,1,3356
66.108.132.233,malicious,53,12,2,12271
66.108.76.128,malicious,60,5,1,12271
66.109.20.172,malicious,64,4,0,22418
66.115.165.12,malicious,63,4,0,46562
66.119.208.219,malicious,64,1,1,400686
66.151.116.62,malicious,63,1,0,35913
66.168.212.164,malicious,56,11,2,20115
66.172.103.42,malicious,64,3,0,13370
66.175.220.105,malicious,62,6,0,63949
66.188.45.198,malicious,64,1,0,20115
66.205.105.130,malicious,64,1,1,19108
66.207.196.14,malicious,65,1,1,21949
66.22.197.56,malicious,64,2,0,49544
66.222.113.131,malicious,64,2,0,4181
66.225.227.37,malicious,64,1,1,142036
66.225.254.188,malicious,62,3,1,399486
66.228.32.47,malicious,0,0,0,63949
66.228.40.98,malicious,61,4,0,63949
66.231.203.159,malicious,64,2,0,21547
66.240.192.138,malicious,55,13,1,10439
66.240.205.34,malicious,56,12,0,10439
66.240.219.146,malicious,56,12,0,10439
66.240.236.109,malicious,54,14,1,10439
66.240.236.116,malicious,56,12,1,10439
66.240.236.119,malicious,55,13,1,10439
66.242.67.123,malicious,64,2,1,16904
66.27.166.127,malicious,55,10,1,20001
66.51.160.2,malicious,65,1,1,18986
66.51.160.4,malicious,64,2,0,18986
66.51.160.5,malicious,65,2,0,18986
66.51.160.6,malicious,64,1,1,18986
66.51.166.2,malicious,64,1,1,18986
66.51.166.3,malicious,65,1,1,18986
66.57.55.210,malicious,56,12,1,11426
66.58.132.121,malicious,64,2,1,8047
66.59.211.158,malicious,65,0,1,399244
66.70.129.34,malicious,63,4,1,16276
66.85.15.1,malicious,68,0,0,14586
66.90.249.207,malicious,64,2,1,7459
66.91.229.173,malicious,61,3,2,20001
66.91.242.12,malicious,63,2,1,20001
66.94.102.93,malicious,65,1,2,40021
66.94.108.118,malicious,63,3,2,40021
66.94.113.21,malicious,65,0,2,40021
66.94.113.41,malicious,65,0,1,40021
66.94.114.41,malicious,64,0,2,40021
67.100.123.226,malicious,58,8,0,18566
67.10.243.126,malicious,58,8,2,11427
67.131.167.218,malicious,56,12,1,209
67.204.172.85,malicious,64,1,1,4181
67.205.153.196,malicious,0,0,0,14061
67.205.160.95,malicious,61,6,1,14061
67.205.169.175,malicious,63,2,0,14061
67.207.80.48,malicious,0,0,0,14061
67.211.218.38,malicious,65,1,0,19318
67.217.56.13,malicious,62,4,0,19318
67.217.59.162,malicious,64,3,1,19318
67.245.120.145,malicious,61,7,0,12271
67.251.146.195,malicious,63,3,2,12271
67.53.124.170,malicious,65,1,1,20001
67.55.139.12,malicious,64,1,1,18883
67.82.31.110,malicious,61,6,1,6128
68.111.93.31,malicious,56,12,1,22773
68.112.92.149,malicious,64,2,0,20115
68.119.126.101,malicious,65,1,1,20115
68.15.111.153,malicious,64,1,1,22773
68.15.116.200,malicious,61,5,1,22773
68.169.168.177,malicious,55,11,1,26827
68.170.165.36,malicious,65,2,0,23316
68.173.245.139,malicious,63,3,1,12271
68.178.161.31,malicious,53,15,1,398791
68.178.162.248,malicious,62,5,1,398791
68.178.163.67,malicious,56,11,1,398791
68.178.166.155,malicious,59,6,1,398791
68.178.168.84,malicious,62,6,2,398791
68.183.102.5,malicious,57,8,1,14061
68.183.115.18,malicious,62,5,1,14061
68.183.138.86,malicious,54,0,0,14061
68.183.14.144,malicious,0,0,0,14061
68.183.156.9,malicious,0,0,0,14061
68.183.160.64,malicious,0,0,0,14061
68.183.175.64,malicious,64,3,1,14061
68.183.175.68,malicious,63,1,0,14061
68.183.182.231,malicious,63,4,1,14061
68.183.184.40,malicious,62,3,1,14061
68.183.199.233,malicious,62,4,0,14061
68.183.224.244,malicious,62,4,0,14061
68.183.225.244,malicious,63,3,1,14061
68.183.230.104,malicious,61,6,0,14061
68.183.238.191,malicious,0,0,0,14061
68.183.24.248,malicious,0,0,0,14061
68.183.34.68,malicious,63,6,1,14061
68.183.44.123,malicious,0,0,0,14061
68.183.46.123,malicious,60,4,1,14061
68.183.46.52,malicious,62,3,0,14061
68.183.48.242,malicious,0,0,0,14061
68.183.49.60,malicious,0,0,0,14061
68.183.50.98,malicious,62,3,0,14061
68.183.54.151,malicious,0,0,0,14061
68.183.54.39,malicious,58,10,0,14061
68.183.57.197,malicious,61,6,1,14061
68.183.58.204,malicious,59,8,0,14061
68.183.6.177,malicious,60,6,1,14061
68.183.62.55,malicious,0,0,0,14061
68.183.64.176,malicious,55,11,0,14061
68.183.73.144,malicious,0,0,0,14061
68.183.79.111,malicious,0,0,0,14061
68.183.79.113,malicious,62,6,0,14061
68.183.8.111,malicious,65,3,1,14061
68.183.86.63,malicious,63,3,1,14061
68.183.91.173,malicious,64,2,0,14061
68.183.92.94,malicious,63,3,0,14061
68.183.93.52,malicious,62,5,0,14061
68.183.95.201,malicious,0,0,0,14061
68.38.24.180,malicious,65,2,0,7922
68.69.184.62,malicious,62,6,1,399045
68.69.184.66,malicious,62,6,1,399045
68.69.185.174,malicious,57,10,1,399045
68.99.71.211,malicious,63,4,1,22773
69.10.36.54,malicious,63,4,1,19318
69.10.59.133,malicious,63,4,1,19318
69.127.196.154,malicious,62,4,1,6128
69.138.130.239,malicious,64,3,1,7922
69.144.14.203,malicious,63,4,2,33588
69.157.130.189,malicious,65,1,1,577
69.158.131.60,malicious,65,1,1,577
69.159.97.116,malicious,64,2,0,577
69.164.210.236,malicious,0,0,0,63949
69.164.214.243,malicious,59,8,0,63949
69.164.216.170,malicious,63,6,1,63949
69.164.217.156,malicious,56,0,0,63949
69.164.222.24,malicious,63,2,0,63949
69.165.35.86,malicious,64,2,2,23158
69.165.74.83,malicious,64,2,0,51659
69.229.9.130,malicious,62,3,2,7018
69.252.112.21,malicious,64,1,1,7922
69.36.183.154,malicious,64,1,0,32780
69.4.234.38,malicious,65,2,1,13213
69.5.103.39,malicious,64,1,1,18516
70.104.133.196,malicious,64,2,1,701
70.166.20.166,malicious,64,1,0,22773
70.172.140.203,malicious,63,2,0,22773
70.182.130.90,malicious,61,4,0,22773
70.183.5.38,malicious,58,8,1,22773
70.184.67.70,malicious,63,3,1,22773
70.39.65.2,malicious,64,1,1,46844
70.53.32.217,malicious,65,2,0,577
70.55.241.211,malicious,65,1,1,577
70.74.134.165,malicious,65,2,0,6327
70.91.60.25,malicious,59,6,1,7922
71.105.205.41,malicious,59,6,2,701
71.13.93.234,malicious,63,3,1,20115
71.163.52.89,malicious,59,5,1,701
71.167.19.84,malicious,63,3,1,701
71.190.241.29,malicious,62,4,0,701
71.211.18.186,malicious,62,4,1,209
71.224.166.179,malicious,63,4,1,7922
71.238.36.37,malicious,65,2,1,7922
71.27.131.193,malicious,61,4,0,7922
71.53.151.94,malicious,65,1,1,209
71.6.134.230,malicious,56,13,0,10439
71.6.134.231,malicious,56,13,0,10439
71.6.134.232,malicious,56,13,0,10439
71.6.134.233,malicious,56,12,0,10439
71.6.134.234,malicious,57,12,0,10439
71.6.134.235,malicious,57,12,1,10439
71.6.135.131,malicious,55,14,0,10439
71.6.146.185,malicious,56,14,0,10439
71.6.146.186,malicious,57,13,0,10439
71.6.147.254,malicious,59,8,0,10439
71.6.158.166,malicious,57,11,0,10439
71.6.165.200,malicious,54,15,0,10439
71.6.167.142,malicious,58,9,0,10439
71.6.199.23,malicious,56,13,2,10439
71.6.231.186,malicious,61,5,1,10439
71.6.231.5,malicious,0,0,0,10439
71.6.231.8,malicious,60,5,1,10439
71.6.231.80,malicious,61,5,1,10439
71.6.231.81,malicious,60,5,1,10439
71.6.231.83,malicious,60,5,1,10439
71.6.231.86,malicious,58,8,1,10439
71.6.231.87,malicious,61,5,1,10439
71.6.232.20,malicious,52,14,2,10439
71.6.232.22,malicious,56,12,2,10439
71.6.232.23,malicious,55,11,1,10439
71.6.232.24,malicious,57,10,1,10439
71.6.232.25,malicious,54,12,2,10439
71.6.232.26,malicious,57,10,1,10439
71.6.232.27,malicious,56,12,1,10439
71.6.232.28,malicious,60,6,1,10439
71.66.84.179,malicious,55,13,0,10796
71.75.239.148,malicious,58,10,0,11426
71.90.30.53,malicious,57,8,1,20115
72.130.200.42,malicious,60,5,1,20001
72.13.170.8,malicious,64,4,1,15102
72.13.186.8,malicious,59,8,1,15102
72.133.144.143,malicious,55,14,0,10796
72.134.0.86,malicious,63,3,1,20001
72.137.221.190,malicious,63,3,1,812
72.138.54.182,malicious,64,2,0,812
72.139.71.98,malicious,65,1,1,812
72.167.132.235,malicious,63,3,2,398101
72.176.181.35,malicious,51,17,1,11427
72.225.145.54,malicious,56,10,1,12271
72.69.72.87,malicious,63,5,0,701
72.89.122.84,malicious,61,4,2,701
72.90.84.60,malicious,62,5,1,701
72.93.110.186,malicious,62,4,2,701
72.93.114.110,malicious,63,4,0,701
73.106.124.124,malicious,64,1,1,7922
73.135.163.131,malicious,64,2,0,7922
73.135.41.55,malicious,60,5,1,7922
73.183.31.81,malicious,63,3,0,7922
73.188.10.108,malicious,61,6,0,7922
73.220.154.145,malicious,63,2,1,7922
73.223.132.109,malicious,62,4,1,7922
73.232.210.64,malicious,65,2,0,7922
73.244.69.15,malicious,64,2,0,7922
73.245.115.228,malicious,0,0,0,7922
73.43.150.125,malicious,61,4,1,7922
73.57.145.38,malicious,63,0,1,7922
73.68.24.112,malicious,64,1,1,7922
73.84.186.233,malicious,61,6,0,7922
73.93.43.181,malicious,63,3,2,7922
74.101.16.191,malicious,63,3,1,701
74.102.16.11,malicious,64,2,2,701
74.108.116.93,malicious,63,1,1,701
74.108.64.184,malicious,65,2,0,701
74.132.227.240,malicious,58,11,1,10796
74.135.206.15,malicious,55,11,0,10796
74.138.145.26,malicious,62,3,1,10796
74.141.54.240,malicious,63,4,1,10796
74.142.106.186,malicious,64,3,2,10796
74.143.52.218,malicious,65,1,1,10796
74.205.147.106,malicious,64,2,0,17306
74.207.237.114,malicious,59,9,0,63949
74.207.237.46,malicious,62,6,0,63949
74.207.245.123,malicious,61,6,1,63949
74.207.253.22,malicious,63,5,0,63949
74.208.206.126,malicious,66,1,0,8560
74.212.184.254,malicious,56,9,1,40579
74.214.46.89,malicious,63,1,0,11776
74.235.5.197,malicious,0,0,0,8075
74.3.126.218,malicious,56,9,1,18566
74.3.163.246,malicious,63,3,1,11831
74.50.80.197,malicious,62,4,1,19318
74.50.85.182,malicious,62,4,0,19318
74.63.223.228,malicious,63,2,2,46475
74.63.233.195,malicious,0,0,0,46475
74.64.58.42,malicious,55,11,1,12271
74.71.153.194,malicious,65,1,1,12271
74.82.46.26,malicious,61,6,1,6939
74.82.47.10,malicious,58,10,0,6939
74.82.47.11,malicious,58,11,0,6939
74.82.47.12,malicious,55,15,0,6939
74.82.47.13,malicious,59,9,0,6939
74.82.47.14,malicious,56,12,0,6939
74.82.47.15,malicious,58,11,0,6939
74.82.47.16,malicious,53,14,0,6939
74.82.47.17,malicious,55,12,0,6939
74.82.47.18,malicious,60,7,0,6939
74.82.47.19,malicious,56,13,0,6939
74.82.47.2,malicious,54,16,0,6939
74.82.47.20,malicious,60,9,0,6939
74.82.47.21,malicious,57,10,0,6939
74.82.47.22,malicious,58,11,0,6939
74.82.47.23,malicious,58,10,0,6939
74.82.47.24,malicious,63,4,0,6939
74.82.47.25,malicious,58,9,1,6939
74.82.47.26,malicious,57,12,0,6939
74.82.47.27,malicious,58,11,0,6939
74.82.47.28,malicious,59,8,0,6939
74.82.47.29,malicious,56,11,0,6939
74.82.47.3,malicious,55,12,0,6939
74.82.47.30,malicious,58,8,0,6939
74.82.47.31,malicious,61,6,0,6939
74.82.47.32,malicious,56,12,0,6939
74.82.47.33,malicious,58,12,0,6939
74.82.47.34,malicious,61,6,0,6939
74.82.47.35,malicious,57,12,0,6939
74.82.47.36,malicious,58,11,0,6939
74.82.47.4,malicious,60,9,0,6939
74.82.47.40,malicious,57,11,0,6939
74.82.47.41,malicious,62,5,0,6939
74.82.47.42,malicious,62,6,0,6939
74.82.47.43,malicious,58,11,1,6939
74.82.47.44,malicious,57,11,0,6939
74.82.47.45,malicious,59,8,0,6939
74.82.47.46,malicious,57,11,0,6939
74.82.47.47,malicious,56,10,0,6939
74.82.47.48,malicious,59,9,0,6939
74.82.47.5,malicious,61,8,1,6939
74.82.47.50,malicious,58,10,0,6939
74.82.47.51,malicious,61,6,0,6939
74.82.47.52,malicious,56,12,0,6939
74.82.47.53,malicious,59,8,0,6939
74.82.47.54,malicious,58,10,0,6939
74.82.47.57,malicious,60,6,0,6939
74.82.47.58,malicious,60,8,0,6939
74.82.47.59,malicious,59,10,0,6939
74.82.47.6,malicious,59,10,0,6939
74.82.47.60,malicious,61,6,0,6939
74.82.47.61,malicious,56,12,0,6939
74.82.47.62,malicious,57,12,0,6939
74.82.47.7,malicious,57,11,0,6939
74.82.47.9,malicious,59,10,0,6939
74.83.233.35,malicious,63,3,0,6181
74.89.44.115,malicious,63,3,2,6128
74.93.216.105,malicious,61,4,2,7922
75.112.23.30,malicious,56,10,2,33363
75.114.100.166,malicious,59,7,1,33363
75.119.133.23,malicious,59,10,0,51167
75.119.139.203,malicious,62,4,1,51167
75.128.49.132,malicious,65,1,1,20115
75.139.105.68,malicious,64,1,1,20115
75.151.35.77,malicious,59,8,0,7922
75.155.185.184,malicious,65,2,0,852
75.181.141.119,malicious,63,2,1,11426
75.69.197.88,malicious,65,1,1,7922
75.80.10.175,malicious,55,12,1,20001
75.82.154.211,malicious,60,8,1,20001
75.85.37.61,malicious,64,1,1,20001
75.98.130.174,malicious,62,3,2,22652
75.99.19.158,malicious,64,2,2,6128
76.152.250.145,malicious,64,1,1,7922
76.168.64.156,malicious,59,5,2,20001
76.169.168.196,malicious,54,12,1,20001
76.169.209.172,malicious,59,7,1,20001
76.170.123.196,malicious,58,10,1,20001
76.186.147.158,malicious,65,1,1,11427
76.226.92.212,malicious,64,1,1,7018
76.33.34.28,malicious,64,3,1,20001
76.53.125.9,malicious,61,6,1,20001
76.77.23.41,malicious,61,7,0,23546
76.82.222.37,malicious,56,9,2,20001
76.89.137.41,malicious,62,4,0,20001
76.90.241.248,malicious,64,3,1,20001
76.98.68.83,malicious,65,1,1,7922
77.105.146.38,malicious,60,7,1,210644
77.122.21.203,malicious,57,8,1,25229
77.239.213.0,malicious,55,12,2,8359
77.239.213.29,malicious,62,3,1,8359
77.239.217.15,malicious,64,1,1,8359
77.243.181.54,malicious,56,9,1,9009
77.28.128.110,malicious,62,3,1,6821
77.28.131.73,malicious,0,0,0,6821
77.55.210.228,malicious,66,1,0,15967
77.74.205.218,malicious,0,0,0,202243
77.74.205.249,malicious,64,1,1,202243
77.74.70.131,malicious,60,5,1,42770
77.75.11.252,malicious,64,2,0,12494
77.77.128.27,malicious,65,1,1,49849
77.91.126.244,malicious,62,5,0,52000
77.91.70.173,malicious,65,3,0,210644
77.91.70.37,malicious,63,3,2,210644
77.91.86.251,malicious,61,7,1,210644
77.93.246.87,malicious,63,3,1,5602
78.101.80.15,malicious,62,4,0,42298
78.101.95.104,malicious,62,3,1,42298
78.107.121.195,malicious,61,7,0,8402
78.108.177.50,malicious,61,6,0,62160
78.108.177.51,malicious,60,5,1,62160
78.108.177.54,malicious,60,5,0,62160
78.111.144.183,malicious,60,7,1,34351
78.128.112.58,malicious,61,6,2,202325
78.128.112.6,malicious,60,8,2,202325
78.128.114.174,malicious,62,4,1,50360
78.128.114.66,malicious,54,11,1,50360
78.128.114.82,malicious,61,6,2,50360
78.128.114.90,malicious,61,6,1,50360
78.134.38.138,malicious,58,12,0,35612
78.137.52.44,malicious,65,1,0,25133
78.137.7.181,malicious,63,4,1,25133
78.154.233.132,malicious,64,2,0,9155
78.154.233.190,malicious,64,2,0,9155
78.154.235.34,malicious,64,1,1,9155
78.169.64.59,malicious,62,3,1,47331
78.185.100.163,malicious,65,1,1,47331
78.185.225.240,malicious,65,0,1,47331
78.186.153.90,malicious,58,8,1,47331
78.187.145.101,malicious,56,9,0,47331
78.187.177.91,malicious,61,6,1,9121
78.187.40.49,malicious,63,1,0,47331
78.188.60.5,malicious,62,4,1,47331
78.189.16.5,malicious,61,4,2,47331
78.196.188.141,malicious,61,6,1,12322
78.197.97.107,malicious,62,5,0,12322
78.26.164.218,malicious,61,4,1,34187
78.26.242.152,malicious,59,5,1,34187
78.31.40.102,malicious,60,5,1,34177
78.38.54.71,malicious,62,5,0,58224
78.38.98.43,malicious,58,9,0,58224
78.39.200.220,malicious,63,4,0,58224
78.39.200.221,malicious,63,4,0,58224
78.39.218.212,malicious,63,4,0,58224
78.40.190.231,malicious,0,0,0,12389
78.71.173.247,malicious,63,2,1,3301
78.72.156.126,malicious,55,14,0,3301
78.85.22.77,malicious,65,2,0,12389
79.1.191.250,malicious,63,4,0,3269
79.102.200.19,malicious,64,1,1,2119
79.103.7.102,malicious,64,1,1,1241
79.107.137.18,malicious,62,4,0,25472
79.112.107.72,malicious,64,2,0,8708
79.116.22.9,malicious,64,2,0,57269
79.12.176.18,malicious,0,0,0,3269
79.124.56.190,malicious,57,10,2,50360
79.124.56.206,malicious,57,10,1,50360
79.124.58.130,malicious,58,11,0,50360
79.124.58.158,malicious,59,6,1,50360
79.124.58.198,malicious,60,5,3,50360
79.124.58.78,malicious,57,12,1,50360
79.124.59.86,malicious,54,12,3,50360
79.124.62.130,malicious,56,11,0,207812
79.124.62.62,malicious,58,9,1,207812
79.124.62.78,malicious,51,16,0,207812
79.124.62.82,malicious,54,12,1,207812
79.124.62.86,malicious,52,16,0,207812
79.130.121.168,malicious,64,2,0,6799
79.136.29.169,malicious,65,0,1,8473
79.137.34.148,malicious,60,5,1,16276
79.137.35.194,malicious,63,5,1,16276
79.17.237.17,malicious,65,1,0,3269
79.175.154.75,malicious,63,4,0,25184
79.178.220.160,malicious,64,2,0,8551
79.178.230.254,malicious,63,3,2,8551
79.180.33.105,malicious,62,5,2,8551
79.198.225.117,malicious,64,1,1,3320
79.239.114.219,malicious,62,3,1,3320
79.78.176.30,malicious,61,6,1,9105
79.78.251.140,malicious,64,3,1,9105
79.99.6.188,malicious,62,4,0,42708
80.104.26.2,malicious,0,0,0,3269
80.119.16.128,malicious,60,8,0,15557
80.120.241.118,malicious,58,9,1,8447
80.191.212.253,malicious,57,8,0,58224
80.210.32.153,malicious,63,4,0,58224
80.210.33.100,malicious,64,2,1,58224
80.216.118.121,malicious,63,3,0,1257
80.253.244.169,malicious,63,1,1,207429
80.253.91.43,malicious,64,3,0,13030
80.255.81.230,malicious,62,6,1,8369
80.3.61.203,malicious,64,2,0,5089
80.52.223.186,malicious,64,2,0,5617
80.65.91.94,malicious,63,3,3,9146
80.66.83.145,malicious,62,4,2,209559
80.66.83.150,malicious,62,3,2,209559
80.66.83.165,malicious,53,12,2,209559
80.66.83.171,malicious,62,2,1,209559
80.66.83.184,malicious,64,3,1,209559
80.66.83.207,malicious,55,14,1,209559
80.66.83.52,malicious,64,3,1,209559
80.66.83.77,malicious,63,4,1,209559
80.66.83.88,malicious,64,3,1,209559
80.66.88.204,malicious,56,14,0,208091
80.66.88.215,malicious,54,15,1,208091
80.67.208.99,malicious,64,3,0,33871
80.73.86.82,malicious,61,5,2,21487
80.78.227.102,malicious,61,6,0,39184
80.81.254.14,malicious,63,4,0,15657
80.82.70.133,malicious,58,9,2,202425
80.82.77.139,malicious,55,15,1,202425
80.82.77.144,malicious,57,10,0,202425
80.82.77.202,malicious,58,12,1,202425
80.82.77.33,malicious,57,11,1,202425
80.85.242.58,malicious,65,1,1,198037
80.9.236.201,malicious,65,0,1,3215
80.94.92.16,malicious,59,8,1,47890
81.0.174.20,malicious,65,1,1,2116
81.0.218.244,malicious,60,5,2,51167
81.0.218.249,malicious,62,4,1,51167
81.0.220.9,malicious,64,1,0,51167
81.12.63.21,malicious,0,0,0,60627
81.129.101.188,malicious,64,1,1,2856
81.130.146.115,malicious,63,4,1,2856
81.13.249.26,malicious,64,2,1,15547
81.133.24.3,malicious,65,2,0,2856
81.14.238.57,malicious,59,6,1,13045
81.146.31.30,malicious,66,0,1,2856
81.147.10.137,malicious,65,2,0,2856
81.148.236.92,malicious,64,2,0,2856
81.149.106.180,malicious,62,3,1,2856
81.151.3.44,malicious,64,3,0,2856
81.153.80.103,malicious,64,3,1,2856
81.154.179.135,malicious,65,1,2,2856
81.154.222.116,malicious,0,0,0,2856
81.156.145.99,malicious,64,2,0,2856
81.156.50.90,malicious,61,5,1,2856
81.156.91.208,malicious,65,2,0,2856
81.158.3.6,malicious,0,0,0,2856
81.159.54.84,malicious,65,2,0,2856
81.169.233.11,malicious,0,0,0,6724
81.17.57.152,malicious,63,4,0,205544
81.177.6.225,malicious,59,6,0,8342
81.182.253.185,malicious,63,4,0,5483
81.183.192.66,malicious,62,3,1,5483
81.183.192.87,malicious,63,4,0,5483
81.19.135.2,malicious,62,5,2,209588
81.19.137.236,malicious,65,2,1,210644
81.19.213.124,malicious,65,2,0,25369
81.2.197.148,malicious,64,2,1,24806
81.201.243.66,malicious,59,9,1,21365
81.213.175.192,malicious,61,4,2,47331
81.214.39.81,malicious,58,8,2,47331
81.214.66.209,malicious,65,1,1,47331
81.237.183.119,malicious,0,0,0,3301
81.240.198.239,malicious,63,4,0,5432
81.26.201.8,malicious,56,11,1,35444
81.30.202.30,malicious,60,5,2,24955
81.39.80.232,malicious,64,2,2,3352
81.45.75.61,malicious,64,3,2,3352
81.5.95.27,malicious,59,6,1,25100
81.68.150.29,malicious,63,4,0,45090
81.68.159.12,malicious,58,8,1,45090
81.68.162.120,malicious,61,4,1,45090
81.68.199.106,malicious,64,3,0,45090
81.68.222.137,malicious,63,1,0,45090
81.68.243.130,malicious,64,3,1,45090
81.68.244.35,malicious,63,4,0,45090
81.69.171.79,malicious,62,5,1,45090
81.69.22.167,malicious,62,4,1,45090
81.69.4.61,malicious,58,9,1,45090
81.70.11.90,malicious,64,2,0,45090
81.70.194.80,malicious,62,5,1,45090
81.70.219.136,malicious,63,4,1,45090
81.70.2.239,malicious,61,5,1,45090
81.70.245.75,malicious,60,6,1,45090
81.70.27.30,malicious,59,8,2,45090
81.70.6.172,malicious,57,11,1,45090
81.70.89.214,malicious,59,6,1,45090
81.70.90.183,malicious,63,4,1,45090
81.70.93.188,malicious,61,5,1,45090
81.70.98.61,malicious,62,4,0,45090
81.71.101.5,malicious,64,3,1,45090
82.123.23.52,malicious,66,1,1,3215
82.129.224.250,malicious,62,4,1,24835
82.129.226.42,malicious,62,4,2,24835
82.137.223.152,malicious,65,1,1,29256
82.156.137.136,malicious,64,2,0,45090
82.156.165.145,malicious,63,2,0,45090
82.156.165.91,malicious,62,6,0,45090
82.156.175.242,malicious,63,5,0,45090
82.156.219.196,malicious,62,5,1,45090
82.156.223.158,malicious,62,4,0,45090
82.156.3.162,malicious,62,7,1,45090
82.156.45.132,malicious,63,4,0,45090
82.156.97.223,malicious,62,5,1,45090
82.157.119.32,malicious,63,5,1,45090
82.157.141.132,malicious,0,0,0,45090
82.157.167.82,malicious,64,2,0,45090
82.157.238.78,malicious,66,2,0,45090
82.157.38.165,malicious,66,2,0,45090
82.157.41.6,malicious,57,10,1,45090
82.157.7.159,malicious,64,4,1,45090
82.157.77.91,malicious,64,1,0,45090
82.165.107.193,malicious,65,2,0,8560
82.165.204.213,malicious,0,0,0,8560
82.167.240.58,malicious,64,2,1,35753
82.180.163.36,malicious,64,3,0,47583
82.200.86.210,malicious,60,7,1,21127
82.209.187.190,malicious,62,5,1,29518
82.209.221.104,malicious,60,7,1,6697
82.213.198.181,malicious,66,1,0,15704
